batter,0
PD Salt,169.6103896103896
T Stubbs,169.4560669456067
TM Head,168.5589519650655
AD Russell,164.22442244224422
H Klaasen,161.99021207177816
TH David,158.0335731414868
SP Narine,155.8943089430894
Shashank Singh,155.51470588235296
N Pooran,154.7681539807524
LS Livingstone,154.1871921182266
